Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2019,Ford,Mustang,18296 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 100
2022,Toyota,Camry,16827 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 13 100
2017,Jeep,Cherokee,19632 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 200
2005,Porsche,Cayenne,124000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, Մաքսազերծված,$ 10 500
2019,Hyundai,Sonata,34869 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 11 900
2019,Subaru,Forester,18375 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 200
2010,BMW,X6,190000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,Պայմ.
2021,Kia,Forte,16985 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 700
2014,Toyota,Corolla,130000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 18 300
2018,Hyundai,Sonata,29495 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 000
2017,Nissan,Rogue,52000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 11 650
2016,Kia,Forte,96364 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 2 700
2016,Kia,Sportage,23450 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 500
2019,Kia,Optima,18247 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 700
2019,Nissan,Kicks,21440 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 4 550
1991,Mercedes-Benz,124,260000 կմ , Սեդան, Մեխանիկական, Ձախ, Գազ, Մոխրագույն, Մաքսազերծված,$ 3 400
2020,Jeep,Grand Cherokee,26545 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 350
2010,Volkswagen,Passat CC,125000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 9 900
2020,Toyota,Corolla,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 900
2017,Ford,Mustang,21835 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 800
2001,BMW,X5,310000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Գազ, Արծաթագույն, Մաքսազերծված,$ 8 200
2022,Mercedes-Benz,EQS,6000 կմ , Սեդան, Ավտոմատ, Ձախ, Էլեկտրական, Սև, Մաքսազերծված,$ 137 000
1995,Volkswagen,Golf,102000 կմ , Սեդան, Մեխանիկական, Ձախ, Բենզին, Արծաթագույն, Մաքսազերծված,$ 2 700
2018,Toyota,Rav 4,18452 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 500
1996,Mercedes-Benz,C 180,325436 կմ , Սեդան, Մեխանիկական, Ձախ, Գազ, Սև, Մաքսազերծված,$ 4 400
2008,Nissan,Tiida,126000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, Մաքսազերծված,$ 6 800
2017,Land,Rover Range Rover Evoque,52900 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 12 000
2017,Nissan,Rogue,65000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 400
2022,Nissan,Kicks,8200 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 7 500
2022,Nissan,Altima,10000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 5 200
2016,Mazda,6,87000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, Մաքսազերծված,$ 17 900
2017,Kia,Forte,95188 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 100
2016,Chrysler,200,151000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 10 500
2017,Chevrolet,Silverado,22853 կմ , Պիկապ, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 6 100
2016,Mercedes-Benz,C 300,23914 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 200
2020,Nissan,Maxima,50000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 500
2019,Hyundai,60000 մղոն , Սեդան, Ավտոմատ, Ձախ, Հիբրիդ, Սպիտակ, մաքսազերծված չ,,$ 8 500
2018,Toyota,Camry,95040 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Բեժ, մաքսազերծված չ,$ 6 900
2018,BMW,X3,21462 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 9 400
2000,Opel,Vectra B,180000 կմ , Սեդան, Մեխանիկական, Ձախ, Գազ, Արծաթագույն, Մաքսազերծված,֏ 1 900 000
2020,Toyota,Camry,17556 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 10 800
2018,Ford,Edge,54000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 12 500
2019,Ford,Explorer,18246 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 8 100
2017,Ford,Escape,23120 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 300
2016,Hyundai,Sonata,22385 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 2 600
2010,Hyundai,Sonata,153000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 8 500
2017,Nissan,Armada,80000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 6 900
2017,Ford,Explorer,21836 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 500
2017,Nissan,Frontier,19985 կմ , Պիկապ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 100
2018,Hyundai,Accent,83002 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 2 400
2018,Honda,Pilot,100000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 11 000
2020,Ford,Mustang,18347 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 900
2016,BMW,X6,24000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 15 000
2017,BMW,X3,20647 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 600
2017,Nissan,Versa,105485 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 2 400
2021,Toyota,Camry,9658 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 20 000
2022,Acura,MDX,462 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 19 000
2020,BMW,228,22160 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 16 000
2020,Tesla,Model Y,29925 մղոն , Հետչբեք, Ավտոմատ, Ձախ, Էլեկտրական, Սպիտակ, մաքսազերծված չ,$ 37 000
2017,Ford,Fusion,21937 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 3 200
2018,Mazda,CX5,70000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 24 000
2018,Ford,Escape,18257 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 400
2022,BMW,X6,497 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 84 000
2021,Volkswagen,Tiguan,21586 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 11 300
2017,Toyota,Corolla,34000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, Մաքսազերծված,$ 16 500
2014,Ford,Fusion,118000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, Մաքսազերծված,$ 12 200
2020,Lexus,NX 300h,17304 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 19 000
2021,Toyota,Rav 4,16824 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 9 100
2019,Hyundai,Tucson,18348 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 100
2021,Acura,ILX,16385 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 9 200
2008,Nissan,X-Trail,175000 կմ , Ամենագնաց, Վարիատոր, Աջ, Գազ, Արծաթագույն, Մաքսազերծված,$ 8 500
2018,Mercedes-Benz,C 300,18274 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 9 900
2005,Volkswagen,Polo,190000 կմ , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Կարմիր, Մաքսազերծված,$ 6 000
2020,Toyota,Rav 4,33174 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 7 500
2021,Jeep,Grand Cherokee,16782 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 22 100
2016,Honda,Pilot,22914 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 7 200
2009,Ford,Transit,160000 կմ , Ֆուրգոն, Մեխանիկական, Ձախ, Դիզել, Սպիտակ, Մաքսազերծված,Պայմ.
2016,Mazda,3,23412 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 100
2017,Mazda,3,84224 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 2 700
2022,Toyota,Venza,290 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 14 000
2016,Tesla,Model X,65 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Էլեկտրական, Սպիտակ, Մաքսազերծված,$ 52 000
2015,Dodge,Այլ/Օther,157000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 17 900
2017,Chevrolet,Cruze,23914 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 2 500
2016,BMW,X6,64707 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 30 000
2017,Ford,Mustang,100000 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 9 500
2019,Volkswagen,Jetta,47057 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 8 700
2019,Dodge,Challenger,53000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 16 500
2021,Tesla,Model Y,16974 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Էլեկտրական, Սև, մաքսազերծված չ,$ 29 300
2017,GMC,Savana,83270 մղոն , Մինիվեն / Միկրոավտոբուս, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 14 570
2021,Toyota,Highlander,16832 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 20 500
2017,Kia,Sportage,96000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 4 200
2016,Kia,Sorento,21835 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 500
2019,Toyota,Highlander,18627 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 13 600
2019,Kia,Sportage,40633 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 15 100
2019,Kia,Sportage,19520 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 7 200
2020,Lexus,GX 460,18345 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 26 200
2019,Lexus,RX 350,25000 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,Պայմ.
2017,Mazda,CX3,65838 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 700
2011,Lexus,LX 570,165000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 44 500
2020,Nissan,Rogue,14800 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 800
2022,Nissan,Sentra,3000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Նարնջագույն, մաքսազերծված չ,$ 7 100
2008,Honda,Elysion,119000 կմ , Մինիվեն / Միկրոավտոբուս, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 14 000
2017,Nissan,Maxima,48209 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 800
2017,Hyundai,Sonata,20000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 17 900
2019,Nissan,Pathfinder,39900 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 10 000
2020,Toyota,Corolla,17329 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 5 900
2016,BMW,X5,77938 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 11 000
2013,Porsche,Panamera,104000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 45 000
2017,Honda,CR-V,21757 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 8 200
2022,Acura,ILX,9210 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 10 400
2021,Kia,Forte,15211 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 500
2020,Hyundai,Elantra,34000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 6 000
2017,Hyundai,Elantra,131000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 14 500
2021,Kia,K5,2601 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 9 900
2021,Nissan,Versa,26182 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 600
2019,Lexus,RX 350,18479 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 16 200
2018,Toyota,Rav 4,33000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Այլ գույն, Մաքսազերծված,$ 26 500
2017,BMW,320,37000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 000
2019,Volkswagen,Jetta,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 300
2019,Subaru,Forester,18342 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 200
2018,Lexus,RX 350,24650 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 16 000
2020,BMW,X3,18324 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 11 400
2019,Jeep,Cherokee,18317 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 5 100
2020,Nissan,Rogue,60000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 7 000
2021,Kia,Sorento,17285 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 9 500
2017,Nissan,Altima,20371 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 3 400
2017,Mercedes-Benz,E 300,111984 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 17 500
2021,Mazda,3,16947 կմ , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 7 200
2021,Toyota,Rav 4,20069 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 18 000
2017,Toyota,Rav 4,59843 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 8 100
2017,Mazda,6,21934 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 17 000
2017,Toyota,Camry,70582 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 11 250
2019,Mercedes-Benz,A 220,20000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 15 000
2010,Ford,Mondeo,190000 կմ , Սեդան, Մեխանիկական, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 7 600
2020,Toyota,Rav 4,32405 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 22 000
2017,Toyota,Rav 4,21735 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 200
2019,Mazda,CX9,12703 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 15 750
2018,Kia,Optima,109644 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 6 100
2018,BMW,X6,61228 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 28 500
2016,Kia,Optima,73698 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 900
2017,Ford,Fusion,23690 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 000
2016,Lexus,ES 350,23890 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 9 900
2018,Mercedes-Benz,GLE 350,23000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 24 500
2021,Volkswagen,Jetta,16826 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 600
2014,Nissan,Altima,96000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 18 000
2017,Jeep,Cherokee,21937 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 200
2019,Nissan,Sentra,88000 մղոն , Սեդան, Վարիատոր, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 11 000
2018,Nissan,Altima,61724 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 4 100
2020,Mazda,CX3,20405 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 13 650
2022,Toyota,Rav 4,3752 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 17 000
2015,Volkswagen,Touareg,97000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, Մաքսազերծված,$ 33 000
2019,Hyundai,Kona,32980 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 600
2014,Toyota,Corolla,187000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 16 500
2021,Nissan,Altima,17229 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 8 400
2017,Hyundai,Santa Fe,80000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 4 100
2020,Mazda,CX9,18354 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 10 500
2016,Nissan,Maxima,21395 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 800
2019,Nissan,Rogue,22907 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 6 200
2006,Mercedes-Benz,CLS 350,121000 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 14 300
2018,Tesla,Model 3,17935 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 14 200
2017,Kia,Optima,71000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 6 500
2018,Hyundai,Elantra,18695 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 700
2019,Kia,Sorento,74260 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 14 950
2022,Toyota,Corolla,16954 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 8 700
2016,Ford,Fusion,24150 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 2 500
2022,Nissan,Altima,4344 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 37 000
2017,Nissan,Rogue,36152 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 700
2016,Kia,Sportage,25000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 500
2022,Honda,CR-V,5978 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 17 000
2015,Kia,Rio,130000 կմ , Սեդան, Կիսաավտոմատ, Ձախ, Գազ, Արծաթագույն, Մաքսազերծված,$ 10 500
2021,Toyota,Rav 4,16374 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 9 500
2019,Volkswagen,Jetta,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 200
2022,Toyota,Rav 4,1706 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 29 700
2021,Mazda,CX-30,21328 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 9 500
2016,Land,Rover Range Rover,22834 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 32 000
2021,Kia,Soul,16000 մղոն , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,Պայմ.
2021,Mazda,CX-30,650 կմ , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 30 300
2016,Audi,A4,77919 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 3 750
2019,Nissan,Note,111069 մղոն , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 2 100
2018,Toyota,Camry,42000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Շագանակագույն, Մաքսազերծված,$ 27 500
2017,Dodge,Charger,18354 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 5 800
2018,Toyota,Corolla,74000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 600
2018,Toyota,Prius,55600 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 11 000
2020,Audi,Q5,16000 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 15 000
2017,Hyundai,Tucson,23914 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 300
2016,Nissan,Rogue,21725 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 500
2020,Nissan,Kicks,16000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 19 500
2017,Nissan,Rogue,18859 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 200
